WHEN_TIMESTAMP,ACTIONS_CRM_CONTACTS,ACTIONS_CRM_COMPANIES,ACTIONS_CRM_DEALS,ACTIONS_EMAIL,USERS_CRM_CONTACTS,USERS_CRM_COMPANIES,USERS_CRM_DEALS,USERS_EMAIL,id
2019-08-19,0,0,0,0,0,0,0,0,5002
2019-11-11,0,1,18,0,0,1,1,0,417
2019-07-08,230,23,1,0,3,1,1,0,4346
2019-08-12,1,0,8,0,1,0,3,0,3303
2019-12-16,0,0,0,0,0,0,0,0,995
2020-07-06,2,0,0,0,1,0,0,0,1712
2020-02-24,0,0,0,0,0,0,0,0,1784
2020-05-18,0,0,0,0,0,0,0,0,3498
2020-03-02,0,0,0,0,0,0,0,0,3960
2020-07-06,4,0,0,0,1,0,0,0,216
2019-08-19,10,0,13,0,4,0,2,0,3967
2019-12-09,2,0,0,0,1,0,0,0,1571
2019-12-16,0,0,0,0,0,0,0,0,2523
2019-10-28,5,0,5,0,1,0,2,0,3967
2019-12-09,8,29,22,0,1,2,2,0,3226
2019-10-14,15,0,0,0,1,0,0,0,3562
2019-12-09,0,0,8,0,0,0,1,0,143
2020-01-20,0,0,0,0,0,0,0,0,5195
2019-07-01,0,0,0,0,0,0,0,0,94
2020-06-15,0,0,0,0,0,0,0,0,3448
2019-09-09,26,0,24,0,2,0,1,0,186
2020-02-17,14,6,6,0,1,1,1,0,4209
2019-02-11,92,26,3,9,2,2,1,1,2652
2019-11-11,0,0,0,0,0,0,0,0,3490
2020-04-06,0,0,0,0,0,0,0,0,1116
2019-09-30,38,122,0,0,3,3,0,0,135
2019-01-28,59,26,9,8,4,2,2,1,174
2020-02-03,34,16,43,0,1,1,1,0,3336
2020-01-20,54,281,49,0,4,4,4,0,140
2020-02-17,618,86,1588,18,46,8,46,9,148
2020-05-04,0,0,0,0,0,0,0,0,2729
2019-07-29,3,33,0,0,1,1,0,0,3828
2020-01-06,0,4,0,0,0,1,0,0,417
2019-06-17,0,4,0,0,0,1,0,0,3052
2019-01-07,93,28,3,0,1,1,1,0,3166
2019-04-29,0,0,0,0,0,0,0,0,2501
2020-01-27,3,0,6,2,1,0,1,1,81
2020-07-13,73,0,0,28,11,0,0,6,199
2020-03-02,0,0,3,0,0,0,1,0,831
2019-12-30,0,0,0,0,0,0,0,0,4864
2020-03-30,0,0,0,0,0,0,0,0,214
2020-06-01,0,0,0,0,0,0,0,0,2454
2019-08-12,46,5,0,0,3,1,0,0,87
2020-05-18,5,2,0,0,1,1,0,0,2608
2019-12-16,111,414,128,1,13,13,13,1,167
2020-06-29,4,0,0,0,1,0,0,0,1898
2020-06-01,0,3,5,0,0,1,1,0,2427
2020-01-27,0,0,0,0,0,0,0,0,632
2020-04-06,0,0,0,0,0,0,0,0,5100
2020-07-13,0,0,0,0,0,0,0,0,5072
2019-10-21,51,1,0,1,2,1,0,1,469
2019-11-25,78,0,1,0,3,0,1,0,1436
2019-10-14,5,0,20,0,1,0,2,0,2618
2019-11-25,0,0,0,0,0,0,0,0,702
2020-02-17,0,0,0,0,0,0,0,0,2899
2020-06-08,276,44,372,1,8,6,11,1,58
2019-10-14,0,0,0,1,0,0,0,1,4961
2019-12-16,0,0,0,0,0,0,0,0,3567
2019-05-06,14,0,1,0,1,0,1,0,1900
2019-05-20,0,0,0,4,0,0,0,1,88
2019-11-25,1,0,0,0,1,0,0,0,1930
2019-08-05,0,0,0,0,0,0,0,0,4972
2020-06-29,3,0,0,0,1,0,0,0,1686
2020-06-22,5,0,17,0,1,0,1,0,3947
2019-11-25,5,0,0,0,1,0,0,0,2274
2019-01-28,412,118,281,9,12,10,10,2,3
2019-11-11,0,1,0,0,0,1,0,0,1924
2020-06-15,0,16,0,0,0,1,0,0,3851
2019-01-07,0,0,0,0,0,0,0,0,694
2019-12-30,0,0,0,0,0,0,0,0,2872
2019-05-13,85,14,42,0,3,3,5,0,68
2020-06-22,504,23,70,0,8,4,8,0,164
2019-10-21,8,1,3,0,2,1,2,0,4129
2019-05-20,863,37,230,11,14,10,11,2,118
2020-04-06,0,0,0,0,0,0,0,0,571
2019-10-28,0,0,0,0,0,0,0,0,2924
2019-04-15,4,0,0,0,1,0,0,0,1787
2019-07-15,0,6,4,0,0,1,2,0,139
2019-09-30,91,5,59,0,6,3,6,0,73
2019-07-29,1,0,48,0,1,0,2,0,4867
2020-01-13,0,0,0,0,0,0,0,0,1116
2019-10-21,13,7,317,1,3,3,21,1,200
2020-02-17,0,0,0,0,0,0,0,0,977
2019-03-18,996,0,0,1,25,0,0,1,19
2020-05-18,48,0,4,0,2,0,1,0,129
2019-03-25,0,0,0,0,0,0,0,0,5189
2020-01-13,0,0,0,0,0,0,0,0,1568
2020-04-27,123,372,111,4,15,14,16,2,167
2019-11-25,1,0,15,0,1,0,3,0,169
2020-01-27,1971,0,238,0,18,0,7,0,82
2020-06-22,3,0,0,0,1,0,0,0,3186
2020-06-15,3,0,9,0,1,0,1,0,3967
2020-07-13,0,4,9,0,0,1,3,0,178
2019-06-24,0,1,3,0,0,1,1,0,1918
2019-05-20,0,0,0,0,0,0,0,0,1770
2020-06-01,16,1,0,0,1,1,0,0,4420
2020-07-06,37,66,0,0,1,1,0,0,4845
2020-02-03,0,0,0,0,0,0,0,0,3172
2020-06-01,0,0,0,0,0,0,0,0,860
2019-12-16,15,0,0,0,1,0,0,0,1721
2019-12-02,8,1,0,0,3,1,0,0,3960
2019-08-26,0,0,5,0,0,0,1,0,28
2020-06-29,2,0,1,0,1,0,1,0,1712
2020-06-15,0,0,0,0,0,0,0,0,3024
2020-07-13,0,0,0,0,0,0,0,0,2195
2020-06-08,183,436,321,2,15,16,11,1,167
2019-09-16,0,0,0,0,0,0,0,0,3490
2020-07-13,230,568,55,0,6,4,8,0,124
2020-01-27,0,0,0,0,0,0,0,0,4729
2020-03-09,3,0,0,0,1,0,0,0,3984
2020-01-27,1,1,34,0,1,1,1,0,2319
2019-03-25,0,3,0,0,0,1,0,0,2550
2020-07-13,0,0,0,0,0,0,0,0,3717
2020-06-22,16,0,0,0,1,0,0,0,12
2019-02-18,13,20,0,0,1,1,0,0,2165
2019-09-02,0,0,0,0,0,0,0,0,2419
2020-06-29,1,0,0,0,1,0,0,0,699
2020-03-30,0,0,0,0,0,0,0,0,588
2020-01-06,2,0,0,0,1,0,0,0,4404
2019-09-23,114,38,49,0,8,5,7,0,69
2019-06-24,0,0,1,0,0,0,1,0,742
2019-09-23,0,0,0,0,0,0,0,0,3277
2019-09-16,98,7,0,0,1,1,0,0,2351
2019-01-21,0,1,0,0,0,1,0,0,93
2019-08-26,7,7,0,0,2,2,0,0,78
2019-04-01,103,320,105,1,15,16,13,1,167
2020-04-06,0,0,0,0,0,0,0,0,971
2020-02-24,0,0,0,0,0,0,0,0,4696
2019-05-27,1925,35,1797,31,23,5,26,4,148
2020-05-11,567,1,1274,2,3,1,5,1,50
2020-07-27,0,0,0,0,0,0,0,0,1538
2019-06-24,2,0,0,0,1,0,0,0,462
2019-03-11,1114,0,0,1,25,0,0,1,19
2019-11-04,0,0,0,0,0,0,0,0,3612
2019-04-22,12,0,0,0,1,0,0,0,1770
2020-01-06,0,0,0,0,0,0,0,0,3521
2019-01-21,36,0,5,10,2,0,2,1,2
2020-05-25,157,10,555,0,3,4,7,0,4691
2020-03-23,0,0,0,0,0,0,0,0,2435
2019-04-01,16,38,253,8,5,3,3,1,68
2019-07-22,0,0,0,0,0,0,0,0,4983
2020-05-04,14,5,1,0,2,1,1,0,116
2019-10-21,26,0,0,0,1,0,0,0,4850
2019-11-18,0,0,0,0,0,0,0,0,91
2019-09-02,0,0,0,0,0,0,0,0,3743
2019-04-22,0,0,0,0,0,0,0,0,3980
2020-06-01,35,30,2,0,3,2,1,0,4988
2020-06-01,6,139,28,0,2,19,8,0,132
2020-07-06,98,161,69,0,8,5,9,0,124
2020-02-24,292,1,62,1,7,1,4,1,1436
2020-04-06,604,0,14,0,19,0,2,0,19
2019-09-16,8,2,0,0,1,1,0,0,4463
2019-08-26,11,10,237,0,2,2,3,0,3379
2020-04-27,13,0,1,0,1,0,1,0,193
2019-09-30,0,0,0,0,0,0,0,0,2630
2019-01-21,0,0,0,0,0,0,0,0,2258
2020-06-01,0,0,0,0,0,0,0,0,675
2019-04-22,0,0,0,0,0,0,0,0,4683
2020-04-27,0,0,0,0,0,0,0,0,3562
2020-05-04,0,0,0,0,0,0,0,0,396
2020-02-24,0,0,0,0,0,0,0,0,3302
2019-11-11,208,0,0,0,3,0,0,0,1436
2020-06-08,23,0,20,0,1,0,1,0,1435
2020-03-02,0,0,0,0,0,0,0,0,4696
2020-06-01,0,0,0,0,0,0,0,0,4633
2020-03-23,0,0,0,0,0,0,0,0,1946
2020-07-27,0,0,0,0,0,0,0,0,4042
2019-09-16,0,0,0,0,0,0,0,0,2917
2019-06-24,43,0,0,0,1,0,0,0,1678
2020-02-10,2,1,0,0,1,1,0,0,2740
2019-03-18,79,0,7,13,3,0,4,1,2813
2019-12-30,4,6,6,0,1,1,1,0,3041
2019-11-11,0,0,0,0,0,0,0,0,3836
2020-06-08,33,6,29,0,3,3,3,0,9
2020-02-03,0,0,0,0,0,0,0,0,1903
2020-03-30,0,0,0,0,0,0,0,0,4237
2020-01-06,0,0,0,0,0,0,0,0,381
2020-05-11,7,0,17,0,2,0,2,0,35
2019-11-18,0,0,0,0,0,0,0,0,5129
2019-11-25,0,0,0,0,0,0,0,0,1019
2020-07-20,0,0,0,0,0,0,0,0,3667
2019-04-22,0,0,0,0,0,0,0,0,372
2020-02-17,4,0,1,3,3,0,1,1,81
2019-12-23,0,0,0,0,0,0,0,0,3677
2019-12-30,3,2,0,0,3,2,0,0,3413
2020-05-04,50,17,4,0,1,1,1,0,4827
2020-06-01,2,3,0,0,1,1,0,0,624
2019-09-16,0,0,0,0,0,0,0,0,3498
2019-07-22,27,0,12,1,2,0,2,1,5
2020-07-20,0,0,0,0,0,0,0,0,1709
2020-04-20,66,1,2,0,15,1,2,0,5144
2020-06-15,0,0,2,0,0,0,1,0,3712
2019-09-09,0,0,0,0,0,0,0,0,3763
2020-07-13,713,0,0,0,40,0,0,0,3505
2019-10-21,0,0,3,0,0,0,1,0,3706
2019-06-17,20,1,3,0,1,1,1,0,100
2020-05-11,31,11,102,0,7,4,11,0,33
2019-12-09,1,0,0,0,1,0,0,0,2435
2020-01-27,0,0,0,0,0,0,0,0,1357
2020-06-15,0,0,0,0,0,0,0,0,91
2019-12-09,0,0,0,0,0,0,0,0,10
2020-05-04,1,0,0,0,1,0,0,0,515
2019-09-09,0,0,0,0,0,0,0,0,3792
2019-04-08,6,16,29,0,2,3,4,0,3608
2020-04-13,0,0,0,0,0,0,0,0,4293
2019-09-23,72,16,0,1,1,2,0,1,3557
2020-03-09,39,236,647,0,5,6,9,0,36
2020-03-09,0,0,0,0,0,0,0,0,4615
2020-02-03,0,0,0,0,0,0,0,0,1863
2019-06-17,0,0,12,0,0,0,1,0,28
2019-08-05,8,1,0,0,1,1,0,0,372
2019-01-07,0,0,0,0,0,0,0,0,203
2019-08-12,0,0,0,0,0,0,0,0,1412
2020-02-03,0,0,0,0,0,0,0,0,154
2020-07-13,0,0,0,0,0,0,0,0,4906
2019-12-16,0,0,0,0,0,0,0,0,1229
2019-07-29,21,9,0,0,1,1,0,0,76
2019-07-22,11,0,0,3,1,0,0,1,2084
2020-04-13,18,2,18,0,2,1,1,0,193
2019-08-12,0,0,0,0,0,0,0,0,3347
2020-01-06,0,0,0,0,0,0,0,0,154
2019-11-18,168,54,228,0,3,4,5,0,45
2019-08-05,3,4,15,0,1,1,1,0,162
2020-03-02,274,126,61,0,3,1,2,0,2166
2020-06-01,102,136,55,1,5,4,4,1,184
2019-02-25,3,3,6,0,1,1,1,0,2281
2019-08-19,0,0,0,0,0,0,0,0,43
2019-03-04,0,0,5,0,0,0,1,0,178
2020-01-27,0,0,0,0,0,0,0,0,4036
2020-04-13,4,6,0,0,1,1,0,0,1640
2020-06-01,1,0,0,0,1,0,0,0,1315
2020-03-23,2,0,8,0,1,0,3,0,143
2019-10-28,15,4,0,0,1,1,0,0,2853
2020-03-30,0,0,0,0,0,0,0,0,611
2019-09-16,0,0,0,0,0,0,0,0,3097
2020-03-09,0,0,0,0,0,0,0,0,3528
2019-03-25,0,2,0,0,0,1,0,0,5151
2019-12-16,7,17,0,0,1,2,0,0,102
2020-03-23,108,19,218,3,12,8,17,1,200
2019-06-10,0,0,0,0,0,0,0,0,5160
2019-11-18,283,12,995,0,4,4,7,0,4691
2019-07-15,0,0,0,0,0,0,0,0,2504
2020-06-01,7,10,9,0,3,2,4,0,30
2020-03-16,0,0,0,0,0,0,0,0,746
2019-03-25,52,0,0,27,2,0,0,1,123
2019-08-19,1229,0,0,1,25,0,0,1,19
2020-07-27,97,3,32,0,5,3,2,0,136
2019-12-30,0,0,0,0,0,0,0,0,2400
2020-02-03,3,0,0,0,1,0,0,0,1541
2019-02-25,3,0,0,0,2,0,0,0,3413
2019-06-17,0,0,0,0,0,0,0,0,104
2019-01-21,0,0,0,0,0,0,0,0,1520
2020-03-23,2,0,6,0,1,0,3,0,1278
2020-01-06,0,0,0,0,0,0,0,0,3429
2019-12-30,1,1,1,0,1,1,1,0,4464
2019-06-10,0,0,0,0,0,0,0,0,398
2019-06-03,2,0,10,0,1,0,1,0,1949
2019-09-09,224,15,974,0,4,4,7,0,4691
2020-05-04,0,0,0,0,0,0,0,0,2787
2019-09-09,125,17,47,3,5,4,5,1,127
2020-05-18,3359,326,148,7,45,23,20,2,34
2019-06-10,0,0,0,0,0,0,0,0,2280
2019-10-07,0,0,0,0,0,0,0,0,533
2020-02-10,100,91,251,0,4,4,4,0,45
2019-07-29,0,0,0,0,0,0,0,0,2545
2019-11-25,1093,1376,280,5,39,50,31,4,85
2019-07-29,0,0,0,0,0,0,0,0,117
2019-10-14,9,6,0,0,2,1,0,0,195
2020-01-13,0,0,0,0,0,0,0,0,4388
2020-03-30,4089,2,345,1,11,1,8,1,92
2019-11-25,22,0,0,0,1,0,0,0,1329
2020-04-20,8,0,0,0,1,0,0,0,4765
2019-07-08,8120,0,5,4,13,0,3,1,39
2020-02-03,0,0,0,0,0,0,0,0,1427
2020-04-20,0,0,0,0,0,0,0,0,1983
2019-02-11,57,0,0,0,4,0,0,0,154
2020-01-27,0,0,0,0,0,0,0,0,3732
2020-02-24,0,0,0,0,0,0,0,0,1694
2019-12-09,0,0,0,0,0,0,0,0,163
2019-11-25,8,2,17,0,1,1,4,0,54
2019-04-01,75,6,93,0,5,3,1,0,174
2019-12-30,1,0,0,0,1,0,0,0,137
2020-07-20,0,0,0,0,0,0,0,0,190
2019-07-01,1,0,0,0,1,0,0,0,5195
2020-07-20,32,13,0,0,2,2,0,0,2652
2019-11-11,0,0,0,0,0,0,0,0,4878
2020-02-24,2,0,0,2,1,0,0,1,3532
2020-03-16,1,0,0,0,1,0,0,0,4554
2019-11-11,17,0,0,0,2,0,0,0,100
2020-07-27,0,0,3,0,0,0,1,0,4229
2020-05-18,0,0,0,0,0,0,0,0,1354
2020-06-22,11,0,0,0,1,0,0,0,42
2020-07-27,103,55,14,0,3,2,3,0,3828
2019-04-22,61,195,146,0,2,3,3,0,4209
2020-03-09,0,1,28,0,0,1,1,0,687
2019-06-24,9,5,0,0,1,1,0,0,139
2020-02-24,6,0,0,0,1,0,0,0,2814
2020-03-09,0,0,0,0,0,0,0,0,930
2019-09-23,1,0,0,0,1,0,0,0,1025
2020-04-20,31,7,22,1,3,4,2,1,191
2020-04-13,71,0,0,0,4,0,0,0,1902
2019-05-20,1,0,0,1,1,0,0,1,126
2019-08-05,1,0,0,0,1,0,0,0,2085
2020-06-22,4,0,0,0,2,0,0,0,4266
2020-01-20,0,0,0,0,0,0,0,0,3807
2020-06-22,143,86,70,1,10,9,8,1,88
2019-08-05,3,0,0,0,2,0,0,0,163
2020-04-13,0,0,0,0,0,0,0,0,1821
2019-09-23,0,0,0,0,0,0,0,0,3525
2019-10-28,0,0,0,0,0,0,0,0,2594
2020-03-09,2,1,0,0,1,1,0,0,4129
2019-10-14,10,0,0,0,1,0,0,0,1949
2020-01-06,2,0,0,0,1,0,0,0,396
2019-09-30,0,0,0,0,0,0,0,0,151
2020-03-30,0,0,0,0,0,0,0,0,4904
2019-11-11,0,0,0,0,0,0,0,0,3743
2019-08-12,1,0,2,0,1,0,1,0,13
2020-05-11,14,0,0,0,1,0,0,0,4129
2020-07-06,3,0,0,0,1,0,0,0,4055
2020-04-06,1,0,9,0,1,0,2,0,3386
2019-10-07,0,0,0,0,0,0,0,0,368
2020-01-13,0,0,0,0,0,0,0,0,1400
2019-12-02,7,0,0,0,1,0,0,0,2225
2020-06-08,88,13,31,4,5,1,5,1,136
2020-04-20,145,8,31,0,8,4,7,0,124
2020-07-27,46,3,13,0,1,1,1,0,129
2020-01-13,0,0,0,0,0,0,0,0,137
2020-07-27,56,29,25,2,10,8,9,1,88
2020-05-11,50,3,0,9,4,1,0,2,126
2020-05-25,0,0,0,0,0,0,0,0,66
2019-07-22,1,0,26,0,1,0,4,0,178
2019-11-11,20,1,83,20,1,1,3,1,61
2020-05-04,0,0,0,0,0,0,0,0,1731
2019-07-15,0,0,0,0,0,0,0,0,2526
2020-07-06,0,0,0,2,0,0,0,1,2323
2019-06-24,6,0,0,0,1,0,0,0,1554
2019-08-05,0,0,0,0,0,0,0,0,4704
2019-11-18,11,3,3,0,2,1,1,0,4129
2019-04-15,0,0,0,0,0,0,0,0,1021
2019-11-18,35,2,17,0,3,1,2,0,2911
2019-07-29,0,0,0,0,0,0,0,0,727
2019-11-11,61,10,5,0,3,3,1,0,107
2020-04-13,0,0,0,0,0,0,0,0,3092
2019-07-15,0,0,0,0,0,0,0,0,291
2019-07-29,0,0,1,0,0,0,1,0,2476
2020-04-06,0,0,0,0,0,0,0,0,2975
2020-03-02,2,0,2,0,1,0,1,0,25
2020-02-03,0,0,0,0,0,0,0,0,2928
2020-01-06,3,17,29,0,1,1,1,0,593
2020-07-06,0,0,0,0,0,0,0,0,3443
2019-12-23,0,0,0,0,0,0,0,0,4890
2020-06-22,0,0,0,0,0,0,0,0,3877
2019-01-21,852,254,309,8,14,12,9,4,118
2020-05-11,31,2,13,1,3,2,3,1,9
2019-12-09,0,0,0,0,0,0,0,0,995
2019-07-15,4,0,0,0,1,0,0,0,1900
2019-10-07,274,169,32,0,6,3,1,0,158
2019-06-10,0,0,0,0,0,0,0,0,2264
2019-08-12,36,5,7,0,2,1,1,0,2691
2019-02-18,11,1,6,0,2,1,2,0,25
2019-12-02,52,220,86,0,3,5,2,0,135
2020-07-06,123,0,3,0,3,0,1,0,186
2019-12-09,1,31,10,0,1,1,1,0,105
2019-09-02,0,0,0,0,0,0,0,0,1901
2020-05-11,2,0,2,0,1,0,1,0,807
2020-02-24,1,0,0,0,1,0,0,0,2994
2019-07-29,1481,1127,1,0,7,11,1,0,187
2020-05-18,3,0,0,0,1,0,0,0,699
2019-11-11,0,0,0,0,0,0,0,0,2671
2019-01-21,60,79,515,0,3,3,3,0,104
2019-09-30,20,0,0,0,1,0,0,0,1959
2019-07-01,57,21,0,0,2,2,0,0,38
2020-06-15,0,0,0,0,0,0,0,0,2303
2020-04-27,7,1,5,0,2,1,1,0,3159
2019-05-06,9,43,39,0,2,2,2,0,3498
2020-03-30,0,0,0,0,0,0,0,0,331
2020-07-27,0,0,0,0,0,0,0,0,3717
2019-12-30,0,0,0,0,0,0,0,0,1650
2019-10-28,59,25,88,1,3,4,7,1,147
2020-07-06,0,0,0,0,0,0,0,0,4869
2020-03-23,52,0,0,51,9,0,0,7,199
2020-02-10,0,0,0,0,0,0,0,0,810
2019-05-13,9,3,0,0,1,1,0,0,1640
2019-12-30,1,0,0,0,1,0,0,0,75
2020-03-02,0,0,0,0,0,0,0,0,4346
2019-08-12,0,0,0,0,0,0,0,0,32
2020-04-27,0,0,0,0,0,0,0,0,4208
2020-06-15,5,3,0,0,1,1,0,0,23
2019-09-23,0,0,0,0,0,0,0,0,2903
2020-03-09,189,8,56,0,2,1,1,0,75
2019-06-17,0,0,0,0,0,0,0,0,3025
2020-06-01,0,0,0,0,0,0,0,0,1554
2019-08-26,41,5,52,0,3,3,5,0,2117
2020-05-25,0,0,0,0,0,0,0,0,4664
2019-11-04,5,0,2,0,2,0,1,0,1196
2020-06-01,0,0,0,0,0,0,0,0,1113
2019-02-11,6,3,3,0,3,2,1,0,191
2019-02-25,991,638,229,7,35,44,28,3,85
2020-04-13,0,0,0,0,0,0,0,0,168
2020-03-09,0,0,0,0,0,0,0,0,772
2020-03-02,0,0,0,0,0,0,0,0,842
2019-12-30,0,0,0,0,0,0,0,0,995
2019-06-17,16,0,0,0,1,0,0,0,1214
2019-12-30,9,0,0,0,2,0,0,0,4739
2020-06-08,20,70,29,0,2,1,1,0,2956
2019-01-21,24,18,6,0,5,3,2,0,107
2019-03-18,1,0,0,0,1,0,0,0,1993
2020-03-30,0,0,1,0,0,0,1,0,66
2020-07-27,0,0,0,0,0,0,0,0,4394
2019-08-05,70,1,0,0,1,1,0,0,122
2019-05-13,60,2,170,26,5,2,6,3,55
2020-07-06,7,8,49,0,1,2,2,0,178
2019-06-17,1,0,0,0,1,0,0,0,1993
2019-10-14,3,56,20,0,1,11,3,0,132
2019-02-11,23,15,37,0,1,1,1,0,2281
2019-11-25,276,0,0,0,22,0,0,0,19
2020-06-29,0,0,0,0,0,0,0,0,3953
2019-09-30,1,0,0,0,1,0,0,0,949
2019-05-20,4,2,1,0,1,1,1,0,3836
2019-04-29,14,3,90,13,6,2,4,2,68
2020-03-23,49,0,0,0,3,0,0,0,186
2020-03-30,113,24,74,1,7,6,8,1,147
2019-05-27,843,58,232,21,16,12,8,1,118
2019-12-09,99,157,23,0,4,5,3,0,51
2019-03-11,70,1,36,45,5,1,2,7,199
2020-03-30,1,2,45,0,1,1,5,0,178
2019-11-18,1,0,0,0,1,0,0,0,1343
2020-07-13,9,0,0,0,1,0,0,0,42
2020-05-25,0,0,0,0,0,0,0,0,3366
2020-07-20,1155,76,2957,35,51,14,43,8,148
2019-12-09,0,0,0,0,0,0,0,0,168
2019-12-23,0,0,0,0,0,0,0,0,3289
2020-07-27,11,3,5,0,4,2,2,0,4421
2019-12-23,0,0,0,0,0,0,0,0,1701
2020-07-13,0,0,0,2,0,0,0,2,175
2020-06-22,22,61,7,0,4,4,2,0,128
2019-07-29,30,0,0,0,3,0,0,0,42
2020-03-30,41,13,29,2,8,7,4,1,124
2020-06-01,22,1,3,0,1,1,1,0,4315
2019-06-10,207,11,219,1,5,2,4,1,91
2019-09-23,10,0,50,0,2,0,2,0,3967
2019-04-01,0,0,6,0,0,0,1,0,1857
2019-09-30,0,0,0,0,0,0,0,0,4775
2020-01-06,0,0,0,0,0,0,0,0,4473
2019-12-02,0,0,0,0,0,0,0,0,2454
2020-02-24,0,0,0,0,0,0,0,0,1789
2020-06-22,4,0,0,0,1,0,0,0,1884
2020-03-30,0,0,3,0,0,0,1,0,165
2019-11-25,1,0,0,0,1,0,0,0,3056
2019-10-28,37,206,40,0,4,5,3,0,135
2019-12-02,1,0,0,0,1,0,0,0,2223
2019-10-21,1,0,0,0,1,0,0,0,4369
2020-02-24,0,0,0,0,0,0,0,0,2773
2020-03-02,0,0,0,0,0,0,0,0,2366
2020-04-06,374,120,22,3,4,4,4,1,93
2019-07-01,50,2,0,0,6,1,0,0,469
2020-07-27,25,0,9,2,2,0,1,1,38
2019-12-16,4,5,1,0,1,1,1,0,2627
2020-01-20,0,0,0,0,0,0,0,0,2360
2020-04-27,0,0,0,0,0,0,0,0,4629
2020-03-30,0,0,0,0,0,0,0,0,4876
2020-03-30,28,0,0,0,1,0,0,0,122
2020-01-20,928,563,9,1,14,9,5,1,187
2019-09-30,21,14,0,0,3,2,0,0,1640
2019-07-15,21,65,17,0,6,12,2,0,132
2020-02-24,1,0,0,0,1,0,0,0,3112
2019-02-18,0,0,0,0,0,0,0,0,3490
2020-06-15,0,0,6,0,0,0,1,0,113
2019-07-29,0,0,0,0,0,0,0,0,3980
2020-02-17,26,48,14,0,3,3,3,0,30
2020-06-15,3,0,0,0,1,0,0,0,3933
2020-03-30,108,0,0,0,4,0,0,0,4228
2019-08-26,0,0,0,0,0,0,0,0,4005
2019-03-18,85,0,0,8,3,0,0,1,133
2020-01-27,21,8,0,1,1,1,0,1,3557
2019-12-09,0,0,0,0,0,0,0,0,3181
2020-02-24,123,0,0,3,2,0,0,2,216
2020-07-13,0,0,0,0,0,0,0,0,3405
2019-12-09,6,29,10,1,4,13,2,1,132
2019-12-30,0,7,0,0,0,1,0,0,2544
2020-02-03,1319,41,57,9,44,13,20,4,34
2020-02-03,14,0,1,0,2,0,1,0,4176
2019-04-15,11,0,27,0,4,0,3,0,25
2020-01-06,1,0,0,0,1,0,0,0,106
2019-05-20,236,37,0,154,13,2,0,5,34
2020-05-11,62,16,30,0,1,1,1,0,26
2019-09-30,73,8,59,1,4,2,4,1,4436
2019-09-16,0,0,0,0,0,0,0,0,1400
2019-04-01,0,0,0,0,0,0,0,0,72
2020-03-30,0,0,0,0,0,0,0,0,772
2020-04-27,302,213,45,35,13,9,4,2,174
2020-06-29,85,170,80,4,6,2,7,1,5
2020-07-13,15,41,0,0,1,2,0,0,102
2020-01-06,0,0,0,0,0,0,0,0,2615
2020-05-18,57,0,0,18,8,0,0,2,180
2020-02-10,695,281,11,0,2,2,1,0,2652
2020-02-24,0,0,0,0,0,0,0,0,1525
2019-07-08,1,0,84,0,1,0,2,0,2818
2020-01-06,0,0,0,0,0,0,0,0,1412
2020-05-04,15,1,0,15,3,1,0,3,133
2020-06-08,0,0,0,0,0,0,0,0,2544
2019-03-18,0,3,11,0,0,1,1,0,5129
2020-05-18,5,0,0,8,2,0,0,1,38
2020-04-13,2,11,0,0,2,5,0,0,89
2019-12-02,16,4,0,0,3,1,0,0,80
2019-05-20,0,0,0,0,0,0,0,0,3670
2020-04-20,5,2,0,0,1,1,0,0,1578
2019-04-15,10,6,17,0,2,2,4,0,3608
2020-07-06,7,0,0,9,2,0,0,2,123
2020-06-22,0,0,0,0,0,0,0,0,91
2020-02-03,1,1,0,0,1,1,0,0,3892
2020-03-09,2,1,21,0,1,1,1,0,25
2019-10-14,24,17,14,0,2,4,3,0,3608
2020-06-29,0,1,0,0,0,1,0,0,4667
2019-04-29,0,0,0,0,0,0,0,0,3557
2020-02-24,13,5,5,0,2,1,2,0,2691
2019-01-14,1108,1,2,0,6,1,2,0,4
2019-06-24,223,6,3,0,3,1,1,0,616
2019-04-08,1,0,0,0,1,0,0,0,3599
2019-09-16,1,0,0,0,1,0,0,0,1357
2020-04-27,0,0,0,0,0,0,0,0,3028
2019-11-04,25,0,0,0,3,0,0,0,548
2020-06-08,0,0,0,0,0,0,0,0,2821
2019-11-04,9,173,0,0,1,1,0,0,3488
2019-11-11,2,0,0,0,1,0,0,0,1352
2019-04-08,0,0,0,0,0,0,0,0,3898
2020-02-10,0,0,0,0,0,0,0,0,3562
2019-06-17,0,0,0,0,0,0,0,0,3836
2019-12-02,72,3,56,6,5,1,4,3,127
2019-10-14,7,0,7,0,4,0,3,0,103
2020-02-03,1,0,0,0,1,0,0,0,4210
2020-01-27,0,0,7,0,0,0,1,0,2476
2020-03-30,0,0,0,0,0,0,0,0,3429
2020-06-15,3,0,0,0,1,0,0,0,3126
2019-07-01,1,0,0,0,1,0,0,0,154
2019-12-02,0,0,0,0,0,0,0,0,4633
2020-03-02,5,0,0,3,2,0,0,1,110
2020-07-27,0,0,0,0,0,0,0,0,4833
2020-02-10,0,0,0,0,0,0,0,0,2486
2020-02-10,0,0,0,0,0,0,0,0,4507
2020-01-27,5,0,28,0,1,0,3,0,125
