ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,id
16000001.0,2 to 5,Technology - Software,5011
276549.0,201 to 1000,Other,2698
7235198.0,51 to 200,MANAGEMENT_CONSULTING,330
453407.0,6 to 10,CONSTRUCTION,3162
1368785.0,51 to 200,Consulting/Advisory,3846
2274503.0,51 to 200,MANAGEMENT_CONSULTING,1531
1280028.0,6 to 10,TRANSPORTATION_TRUCKING_RAILROAD,1744
16000001.0,201 to 1000,NEWSPAPERS,2881
16000001.0,26 to 50,CIVIC_SOCIAL_ORGANIZATION,3493
16000001.0,6 to 10,PROFESSIONAL_TRAINING_COACHING,897
16000001.0,26 to 50,PRINTING,3761
2729604.0,51 to 200,SECURITY_AND_INVESTIGATIONS,410
1442.0,"10,001 or more",Other,1034
16000001.0,201 to 1000,PUBLISHING,4422
339729.0,51 to 200,EDUCATION_MANAGEMENT,4564
236676.0,51 to 200,HEALTH_WELLNESS_AND_FITNESS,465
29213.0,51 to 200,Marketing and Advertising,1381
16000001.0,51 to 200,BUILDING_MATERIALS,1592
1237247.0,201 to 1000,ELECTRICAL_ELECTRONIC_MANUFACTURING,2031
16000001.0,6 to 10,Technology - Services,1554
280730.0,26 to 50,REAL_ESTATE,1894
4062056.0,26 to 50,Technology - Software,4844
1025764.0,26 to 50,LIBRARIES,1876
115.0,11 to 25,Technology - Software,2462
16000001.0,11 to 25,TRANSPORTATION_TRUCKING_RAILROAD,4536
108.0,1001 to 10000,Technology - Software,1796
563569.0,1001 to 10000,Other,5038
69738.0,201 to 1000,Education,4364
16000001.0,51 to 200,HEALTH_WELLNESS_AND_FITNESS,2805
490747.0,1001 to 10000,Technology - Software,702
16000001.0,11 to 25,MANAGEMENT_CONSULTING,300
372339.0,6 to 10,FINANCIAL_SERVICES,2518
4480.0,1001 to 10000,Education,5049
16000001.0,6 to 10,PUBLIC_RELATIONS_AND_COMMUNICATIONS,5005
59074.0,201 to 1000,Marketing and Advertising,1129
7428181.0,6 to 10,INTERNATIONAL_TRADE_AND_DEVELOPMENT,2782
902260.0,26 to 50,PUBLISHING,1717
168347.0,201 to 1000,Marketing and Advertising,341
651018.0,51 to 200,EDUCATION_MANAGEMENT,1238
16000001.0,26 to 50,ACCOUNTING,4241
785127.0,26 to 50,Technology - Software,1282
6590556.0,11 to 25,Technology - Services,641
2347588.0,201 to 1000,Education,4178
98433.0,1001 to 10000,Education,4537
16000001.0,51 to 200,PRIMARY_SECONDARY_EDUCATION,3328
1223085.0,51 to 200,AUTOMOTIVE,527
62378.0,26 to 50,Technology - Software,3890
2431904.0,201 to 1000,RESEARCH,3907
16000001.0,51 to 200,IMPORT_AND_EXPORT,834
16000001.0,26 to 50,travel,1101
2124.0,51 to 200,Technology - Software,2501
706470.0,1001 to 10000,FINANCIAL_SERVICES,4292
4993949.0,6 to 10,Marketing and Advertising,4489
24899.0,1001 to 10000,Education,2739
204242.0,6 to 10,Technology - Software,3342
211580.0,1001 to 10000,NON_PROFIT_ORGANIZATION_MANAGEMENT,3530
1719421.0,201 to 1000,CONSTRUCTION,2553
16000001.0,26 to 50,Technology - Software,2813
814822.0,1001 to 10000,Healthcare,727
16000001.0,11 to 25,Technology - Software,372
16000001.0,201 to 1000,EDUCATION_MANAGEMENT,1902
3103028.0,201 to 1000,Healthcare,3557
531482.0,2 to 5,HOSPITALITY,4436
16000001.0,6 to 10,Marketing and Advertising,3490
16000001.0,26 to 50,Other services,548
186809.0,1001 to 10000,GOVERNMENT_ADMINISTRATION,4624
340758.0,1001 to 10000,AUTOMOTIVE,5190
1221106.0,51 to 200,Technology - Software,491
16000001.0,6 to 10,Marketing and Advertising,3232
20183.0,1001 to 10000,Education,4921
1207682.0,11 to 25,Unknown,3903
7323709.0,6 to 10,Unknown,2239
16000001.0,1001 to 10000,Technology - Software,4738
2004652.0,6 to 10,Unknown,2957
16000001.0,11 to 25,Unknown,4997
1328568.0,1001 to 10000,Unknown,495
16000001.0,1001 to 10000,Unknown,3473
3749190.0,6 to 10,Unknown,830
16000001.0,1,Unknown,3236
16000001.0,26 to 50,Unknown,373
4155957.0,51 to 200,Unknown,2674
16000001.0,6 to 10,Unknown,3356
16000001.0,6 to 10,Unknown,269
16000001.0,26 to 50,Unknown,2166
6278610.0,6 to 10,Unknown,3608
16000001.0,2 to 5,Unknown,3813
16000001.0,6 to 10,Unknown,1570
16000001.0,11 to 25,Unknown,4209
3904857.0,11 to 25,Unknown,3413
16000001.0,6 to 10,Unknown,1983
16000001.0,11 to 25,Unknown,1196
3308185.0,11 to 25,Unknown,469
6794939.0,2 to 5,Unknown,2047
16000001.0,6 to 10,Unknown,2317
16000001.0,6 to 10,Unknown,3830
1080436.0,11 to 25,Unknown,2802
16000001.0,2 to 5,Unknown,2709
16000001.0,2 to 5,Unknown,301
16000001.0,2 to 5,Unknown,1775
16000001.0,1001 to 10000,Unknown,4589
16000001.0,6 to 10,Unknown,5137
4539167.0,2 to 5,Unknown,699
16000001.0,6 to 10,Unknown,3960
16000001.0,2 to 5,Unknown,3845
16000001.0,11 to 25,Unknown,4145
16000001.0,6 to 10,Unknown,3093
16000001.0,6 to 10,Unknown,3381
16000001.0,2 to 5,Unknown,2357
16000001.0,2 to 5,Unknown,4585
16000001.0,51 to 200,Unknown,2760
6872381.0,26 to 50,Unknown,780
16000001.0,26 to 50,Unknown,2494
16000001.0,2 to 5,Unknown,3627
735836.0,2 to 5,Unknown,3551
16000001.0,6 to 10,Unknown,1865
16000001.0,2 to 5,Unknown,3515
16000001.0,1001 to 10000,Technology - Software,2610
16000001.0,11 to 25,Unknown,3362
16000001.0,1,Unknown,679
16000001.0,2 to 5,Unknown,1241
16000001.0,6 to 10,Unknown,2428
16000001.0,6 to 10,Unknown,3913
6523333.0,11 to 25,Unknown,4545
5664820.0,2 to 5,Unknown,2043
16000001.0,51 to 200,Unknown,4188
16000001.0,26 to 50,Unknown,2493
16000001.0,6 to 10,Unknown,468
16000001.0,2 to 5,Unknown,3714
16000001.0,2 to 5,Unknown,623
16000001.0,11 to 25,Unknown,869
16000001.0,1,Unknown,2277
16000001.0,2 to 5,Unknown,2356
16000001.0,1,Unknown,541
16000001.0,6 to 10,Unknown,4563
359640.0,201 to 1000,Unknown,1919
16000001.0,2 to 5,Unknown,3708
1958020.0,6 to 10,Unknown,1472
5028895.0,26 to 50,Unknown,1146
16000001.0,1,Unknown,2541
16000001.0,6 to 10,Unknown,2020
16000001.0,6 to 10,Unknown,4913
16000001.0,11 to 25,Unknown,1959
16000001.0,51 to 200,Unknown,3999
16000001.0,2 to 5,Unknown,1204
16000001.0,1,Unknown,1854
16000001.0,2 to 5,Unknown,2603
2823618.0,6 to 10,Unknown,4170
2620240.0,6 to 10,Unknown,3851
1518076.0,26 to 50,Unknown,2469
16000001.0,2 to 5,Unknown,1799
16000001.0,2 to 5,Unknown,2694
16000001.0,51 to 200,Unknown,492
2360776.0,Unknown,Technology - Software,2035
121246.0,6 to 10,Unknown,1411
16000001.0,26 to 50,Unknown,4164
16000001.0,1,Unknown,4473
4520808.0,6 to 10,Unknown,1295
16000001.0,11 to 25,Unknown,381
16000001.0,6 to 10,Unknown,3394
16000001.0,1,Unknown,1735
16000001.0,11 to 25,Unknown,2908
16000001.0,26 to 50,Unknown,4096
4957286.0,2 to 5,Unknown,462
16000001.0,2 to 5,Unknown,1443
5496420.0,26 to 50,Unknown,2198
1400199.0,51 to 200,Unknown,738
16000001.0,2 to 5,Unknown,5178
16000001.0,6 to 10,Unknown,1024
16000001.0,1,Unknown,1800
16000001.0,1,Unknown,1152
16000001.0,2 to 5,Unknown,2703
16000001.0,51 to 200,Unknown,4017
16000001.0,2 to 5,Unknown,2081
2716436.0,6 to 10,Unknown,421
730391.0,6 to 10,Unknown,1684
16000001.0,2 to 5,Unknown,2225
16000001.0,2 to 5,Unknown,1586
17933.0,201 to 1000,Unknown,1939
16000001.0,1,Unknown,991
16000001.0,2 to 5,Unknown,1767
16000001.0,26 to 50,Unknown,2304
16000001.0,6 to 10,Unknown,1851
16000001.0,2 to 5,Unknown,1773
16000001.0,6 to 10,Unknown,5059
16000001.0,2 to 5,Unknown,3343
16000001.0,2 to 5,Unknown,731
3134837.0,2 to 5,Unknown,2274
16000001.0,2 to 5,Unknown,4010
2731269.0,11 to 25,Unknown,3967
16000001.0,51 to 200,Unknown,5081
589931.0,201 to 1000,Unknown,1522
16000001.0,2 to 5,Unknown,3798
8930088.0,11 to 25,Unknown,1448
16000001.0,6 to 10,Unknown,3916
16000001.0,1,Unknown,1060
7519937.0,11 to 25,Unknown,1159
16000001.0,1,Unknown,1668
16000001.0,1,Unknown,3964
16000001.0,1,Unknown,3755
16000001.0,51 to 200,Unknown,2118
16000001.0,26 to 50,Unknown,1675
16000001.0,6 to 10,Unknown,4316
16000001.0,26 to 50,Unknown,4163
16000001.0,1,Unknown,1607
16000001.0,6 to 10,Unknown,1748
16000001.0,1,Unknown,2476
16000001.0,2 to 5,Unknown,1758
16000001.0,2 to 5,Unknown,3661
16000001.0,2 to 5,Unknown,4618
16000001.0,6 to 10,Unknown,4382
16000001.0,2 to 5,Unknown,2151
443647.0,6 to 10,Unknown,3336
16000001.0,2 to 5,Unknown,3503
16000001.0,2 to 5,Unknown,1716
605.0,201 to 1000,Unknown,3897
16000001.0,51 to 200,Unknown,3543
1117953.0,6 to 10,Unknown,3911
16000001.0,6 to 10,Unknown,2799
16000001.0,1,Unknown,1701
16000001.0,2 to 5,Unknown,2435
16000001.0,11 to 25,Unknown,2187
7390858.0,26 to 50,Unknown,3566
16000001.0,2 to 5,Unknown,749
16000001.0,6 to 10,Unknown,1743
16000001.0,6 to 10,Unknown,1815
493410.0,2 to 5,Unknown,3993
16000001.0,2 to 5,Unknown,2141
16000001.0,6 to 10,Unknown,2220
1936058.0,26 to 50,Unknown,2381
16000001.0,201 to 1000,Unknown,4041
16000001.0,2 to 5,Unknown,4509
16000001.0,26 to 50,Unknown,3729
16000001.0,1,Unknown,4038
16000001.0,6 to 10,Unknown,512
16000001.0,1,Unknown,4194
16000001.0,1,Unknown,422
16000001.0,1,Unknown,3264
9003395.0,6 to 10,Unknown,2329
16000001.0,2 to 5,Unknown,595
3293792.0,2 to 5,Unknown,792
4288524.0,6 to 10,Unknown,2689
16000001.0,6 to 10,Unknown,3900
16000001.0,6 to 10,Unknown,3293
16000001.0,1,Unknown,4362
16000001.0,1,Unknown,315
16000001.0,26 to 50,Unknown,1359
16000001.0,2 to 5,Unknown,654
16000001.0,26 to 50,Unknown,276
2470845.0,2 to 5,Unknown,2941
16000001.0,2 to 5,Unknown,4968
9890233.0,6 to 10,Unknown,1093
16000001.0,1,Unknown,2650
9112011.0,2 to 5,Unknown,2588
1539.0,201 to 1000,Unknown,4835
16000001.0,1,Unknown,507
16000001.0,11 to 25,Unknown,2564
16000001.0,2 to 5,Unknown,1351
16000001.0,6 to 10,Unknown,1898
16000001.0,2 to 5,Unknown,400
16000001.0,6 to 10,Unknown,4531
5449885.0,2 to 5,Unknown,1414
16000001.0,2 to 5,Unknown,1302
16000001.0,2 to 5,Unknown,1100
16000001.0,26 to 50,Unknown,1556
531200.0,201 to 1000,Unknown,408
16000001.0,1001 to 10000,Unknown,3249
3664216.0,11 to 25,Unknown,2754
16000001.0,6 to 10,Unknown,272
16000001.0,1,Unknown,324
16000001.0,11 to 25,Unknown,1278
16000001.0,2 to 5,Unknown,1516
16000001.0,1,Unknown,297
16000001.0,2 to 5,Unknown,1114
16000001.0,26 to 50,Unknown,2749
2174148.0,26 to 50,Unknown,4681
16000001.0,2 to 5,Unknown,758
16000001.0,6 to 10,Unknown,2705
100868.0,1,Unknown,1812
16000001.0,2 to 5,Unknown,3659
16000001.0,6 to 10,Unknown,1523
10080225.0,6 to 10,Unknown,3876
16000001.0,2 to 5,Unknown,1837
16000001.0,6 to 10,Unknown,821
16000001.0,6 to 10,Unknown,5195
16000001.0,6 to 10,Unknown,2224
16000001.0,1,Unknown,1037
9210.0,1001 to 10000,Unknown,817
16000001.0,1,Unknown,4328
16000001.0,11 to 25,Unknown,2039
6855544.0,1,Unknown,4879
16000001.0,1,Unknown,4539
16000001.0,2 to 5,Unknown,1275
16000001.0,2 to 5,Unknown,4309
8569423.0,26 to 50,Unknown,2086
16000001.0,1,Unknown,2774
6828140.0,6 to 10,Unknown,2810
16000001.0,26 to 50,Unknown,3552
16000001.0,1,Unknown,4737
16000001.0,6 to 10,Unknown,4003
16000001.0,1,Unknown,4046
3234781.0,2 to 5,Unknown,479
16000001.0,2 to 5,Unknown,4745
16000001.0,11 to 25,Unknown,4943
16000001.0,1001 to 10000,Technology - Software,4593
16000001.0,2 to 5,Unknown,2237
16000001.0,2 to 5,Unknown,1631
16000001.0,11 to 25,Unknown,847
16000001.0,2 to 5,Unknown,1427
16000001.0,1001 to 10000,Unknown,4961
7518650.0,2 to 5,Unknown,986
16000001.0,2 to 5,Unknown,1356
16000001.0,1001 to 10000,Unknown,3004
16000001.0,2 to 5,Unknown,262
16000001.0,6 to 10,Unknown,1106
861548.0,2 to 5,Unknown,4318
16000001.0,1,Unknown,1364
16000001.0,2 to 5,Unknown,3153
16000001.0,1,Unknown,2244
16000001.0,1,Unknown,3997
16000001.0,2 to 5,Unknown,1532
16000001.0,6 to 10,Unknown,357
16000001.0,1,Unknown,1310
46842.0,201 to 1000,Unknown,5006
16000001.0,1,Unknown,4801
16000001.0,2 to 5,Unknown,1642
16000001.0,51 to 200,Unknown,2899
16000001.0,2 to 5,Unknown,1560
16000001.0,2 to 5,Unknown,1580
10261043.0,6 to 10,Unknown,3097
16000001.0,2 to 5,Unknown,1652
16000001.0,6 to 10,Unknown,2948
16000001.0,1,Unknown,774
16000001.0,51 to 200,Unknown,1769
16000001.0,26 to 50,Unknown,1751
16000001.0,6 to 10,Unknown,2489
16000001.0,2 to 5,Unknown,4690
16000001.0,6 to 10,Unknown,2852
109802.0,"10,001 or more",Unknown,2526
16000001.0,1,Unknown,2464
4312009.0,1,Unknown,2655
6882807.0,6 to 10,Unknown,704
16000001.0,2 to 5,Unknown,4731
16000001.0,6 to 10,Unknown,546
16000001.0,2 to 5,Unknown,1877
10530025.0,6 to 10,Unknown,866
4535459.0,51 to 200,Unknown,4977
16000001.0,51 to 200,Unknown,4129
31.0,1001 to 10000,Unknown,1141
16000001.0,2 to 5,Unknown,1512
707668.0,2 to 5,Unknown,799
16000001.0,2 to 5,Unknown,4193
2837454.0,11 to 25,Unknown,5032
16000001.0,6 to 10,Unknown,1963
16000001.0,2 to 5,Unknown,4018
16000001.0,2 to 5,Unknown,2434
16000001.0,2 to 5,Unknown,1897
3869855.0,26 to 50,Unknown,1400
16000001.0,6 to 10,Unknown,3108
16000001.0,1,Unknown,1442
789742.0,51 to 200,Unknown,3086
16000001.0,6 to 10,Unknown,4789
579787.0,201 to 1000,Unknown,4078
16000001.0,26 to 50,Unknown,911
16000001.0,2 to 5,Unknown,1944
16000001.0,2 to 5,Unknown,1319
16000001.0,1001 to 10000,Technology - Software,3081
935810.0,1,Unknown,1091
2542166.0,201 to 1000,Unknown,4616
16000001.0,1001 to 10000,Technology - Software,2158
16000001.0,1,Unknown,398
115939.0,1001 to 10000,Unknown,4138
16000001.0,1,Unknown,1880
7564186.0,201 to 1000,Unknown,4461
6515311.0,2 to 5,Unknown,1731
16000001.0,6 to 10,Unknown,3201
1491747.0,11 to 25,Unknown,4999
16000001.0,6 to 10,Unknown,4274
16000001.0,6 to 10,Unknown,4925
4461420.0,6 to 10,Unknown,3325
16000001.0,6 to 10,Unknown,3562
16000001.0,11 to 25,Unknown,2463
16000001.0,6 to 10,Unknown,1997
16000001.0,1,Unknown,1676
16000001.0,6 to 10,Unknown,2096
2552161.0,2 to 5,Unknown,2241
16000001.0,1,Unknown,4871
6371784.0,2 to 5,Unknown,4759
16000001.0,1,Unknown,5127
16000001.0,1,Unknown,607
16000001.0,26 to 50,Unknown,4386
16000001.0,2 to 5,Unknown,1420
16000001.0,26 to 50,Unknown,3017
1736780.0,6 to 10,Unknown,2300
1577631.0,6 to 10,Unknown,478
16000001.0,2 to 5,Unknown,2185
16000001.0,1,Unknown,4437
16000001.0,26 to 50,Unknown,4996
16000001.0,2 to 5,Unknown,3376
16000001.0,6 to 10,Unknown,1455
16000001.0,1,Unknown,4578
16000001.0,1,Unknown,1379
16000001.0,11 to 25,Unknown,4062
16000001.0,2 to 5,Unknown,2200
16000001.0,2 to 5,Unknown,2429
16000001.0,1,Unknown,4220
16000001.0,1,Unknown,3250
16000001.0,2 to 5,Unknown,2475
2084707.0,6 to 10,Unknown,5066
16000001.0,2 to 5,Unknown,287
1392042.0,2 to 5,Unknown,455
16000001.0,1,Unknown,2393
19900.0,11 to 25,Unknown,1115
16000001.0,"10,001 or more",Technology - Software,1048
657943.0,2 to 5,Unknown,1705
16000001.0,26 to 50,Unknown,352
4329532.0,11 to 25,Unknown,5058
16000001.0,2 to 5,Unknown,5044
16000001.0,2 to 5,Unknown,3605
16000001.0,2 to 5,Unknown,3718
16000001.0,26 to 50,Unknown,496
16000001.0,2 to 5,Unknown,5079
16000001.0,11 to 25,Unknown,4093
16000001.0,1,Unknown,1432
3315629.0,26 to 50,Unknown,4331
16000001.0,2 to 5,Unknown,2497
2286123.0,26 to 50,Unknown,429
16000001.0,1001 to 10000,Technology - Software,2199
3159760.0,2 to 5,Unknown,3248
16000001.0,2 to 5,Unknown,3760
341874.0,2 to 5,Unknown,3726
16000001.0,2 to 5,Unknown,815
16000001.0,11 to 25,Unknown,886
16000001.0,51 to 200,Unknown,4842
1264737.0,2 to 5,Unknown,1609
16000001.0,6 to 10,Unknown,4967
16000001.0,1,Unknown,2917
3745105.0,51 to 200,Unknown,1068
16000001.0,2 to 5,Unknown,4673
16000001.0,201 to 1000,Unknown,4131
16000001.0,6 to 10,Unknown,1468
16000001.0,11 to 25,Unknown,3715
16000001.0,6 to 10,Unknown,4002
16000001.0,2 to 5,Unknown,2746
16000001.0,2 to 5,Unknown,1133
16000001.0,1,Unknown,1899
16000001.0,1,Unknown,2938
262010.0,26 to 50,Unknown,4174
16000001.0,2 to 5,Unknown,1398
16000001.0,1,Unknown,4210
16000001.0,1,Unknown,3246
1161634.0,6 to 10,Unknown,4811
16000001.0,1,Unknown,2551
16000001.0,6 to 10,Unknown,2052
16000001.0,2 to 5,Unknown,2452
6131.0,26 to 50,Unknown,2903
33232.0,26 to 50,Unknown,734
16000001.0,11 to 25,Unknown,2831
16000001.0,Unknown,CONSTRUCTION,1873
16000001.0,2 to 5,Unknown,2806
85730.0,51 to 200,Unknown,2788
1139301.0,26 to 50,Unknown,3451
16000001.0,1,Unknown,2402
3918925.0,6 to 10,Unknown,542
16000001.0,2 to 5,Unknown,1231
7454365.0,2 to 5,Unknown,1564
16000001.0,1,Unknown,2320
448627.0,11 to 25,Unknown,772
147716.0,51 to 200,Unknown,3531
16000001.0,2 to 5,Unknown,4774
16000001.0,6 to 10,Unknown,3416
112296.0,26 to 50,Unknown,4149
16000001.0,2 to 5,Unknown,3696
16000001.0,2 to 5,Unknown,1747
16000001.0,1,Unknown,1816
16000001.0,2 to 5,Unknown,2319
16000001.0,6 to 10,Unknown,3596
16000001.0,2 to 5,Unknown,3623
16000001.0,1,Unknown,1284
7226375.0,6 to 10,Unknown,5089
16000001.0,2 to 5,Unknown,2041
16000001.0,6 to 10,Unknown,4260
16000001.0,2 to 5,Unknown,2582
16000001.0,1,Unknown,2829
16000001.0,1,Unknown,4213
16000001.0,6 to 10,Unknown,2249
16000001.0,1,Unknown,1823
16000001.0,2 to 5,Unknown,322
16000001.0,2 to 5,Unknown,4785
16000001.0,6 to 10,Unknown,5004
16000001.0,11 to 25,Unknown,3430
5059394.0,6 to 10,Unknown,1261
16000001.0,1001 to 10000,Unknown,2326
16000001.0,1,Unknown,924
16000001.0,26 to 50,Unknown,4917
16000001.0,6 to 10,Unknown,2756
16000001.0,2 to 5,Unknown,1423
16000001.0,1,Unknown,3464
16000001.0,6 to 10,Unknown,3119
16000001.0,2 to 5,Unknown,4408
16000001.0,11 to 25,Unknown,2461
16000001.0,6 to 10,Unknown,458
546230.0,11 to 25,Unknown,1726
16000001.0,2 to 5,Unknown,1176
6163767.0,26 to 50,Unknown,1784
16000001.0,1,Unknown,3910
16000001.0,51 to 200,Unknown,3379
16000001.0,26 to 50,Unknown,1644
16000001.0,51 to 200,Unknown,1678
7435484.0,2 to 5,Unknown,4032
16000001.0,26 to 50,Unknown,2615
548582.0,26 to 50,Unknown,1155
16000001.0,2 to 5,Unknown,2797
8582692.0,201 to 1000,Unknown,4898
4376916.0,26 to 50,Unknown,4528
16000001.0,6 to 10,Unknown,2191
16000001.0,51 to 200,Unknown,1835
16000001.0,1,Unknown,868
16000001.0,11 to 25,Unknown,1436
16000001.0,1,Unknown,4782
1258404.0,26 to 50,Unknown,818
16000001.0,1,Unknown,3295
16000001.0,6 to 10,Unknown,5172
16000001.0,2 to 5,Unknown,3701
16000001.0,2 to 5,Unknown,3700
16000001.0,51 to 200,Unknown,1382
300848.0,2 to 5,Unknown,3988
4388.0,2 to 5,Unknown,1663
16000001.0,1,Unknown,3070
139592.0,1001 to 10000,Unknown,1552
16000001.0,1,Unknown,4377
16000001.0,1,Unknown,430
16000001.0,2 to 5,Unknown,4462
16000001.0,1,Unknown,2970
16000001.0,1,Unknown,4497
16000001.0,2 to 5,Unknown,4523
16000001.0,6 to 10,Unknown,3015
16000001.0,6 to 10,Unknown,3447
16000001.0,11 to 25,Unknown,692
16000001.0,1,Unknown,3764
16000001.0,6 to 10,Unknown,2219
3169605.0,2 to 5,Unknown,2179
16000001.0,1,Unknown,4425
16000001.0,2 to 5,Unknown,706
1332556.0,2 to 5,Unknown,4905
16000001.0,2 to 5,Unknown,1290
16000001.0,2 to 5,Unknown,4653
133964.0,51 to 200,Unknown,3588
1814663.0,2 to 5,Unknown,1933
16000001.0,2 to 5,Unknown,1863
16000001.0,1,Unknown,3365
16000001.0,26 to 50,Unknown,2422
16000001.0,6 to 10,Unknown,3742
16000001.0,2 to 5,Unknown,2999
16000001.0,11 to 25,Unknown,4912
16000001.0,2 to 5,Unknown,4755
40223.0,51 to 200,Unknown,2736
16000001.0,6 to 10,Unknown,2013
16000001.0,1,Unknown,4740
16000001.0,11 to 25,Unknown,3041
16000001.0,1,Unknown,2484
16000001.0,1,Unknown,827
16000001.0,2 to 5,Unknown,3501
16000001.0,1,Unknown,1232
16000001.0,1,Unknown,3176
7423901.0,1001 to 10000,Unknown,2486
6577598.0,26 to 50,Unknown,4203
16000001.0,2 to 5,Unknown,3974
16000001.0,11 to 25,Unknown,417
2755971.0,6 to 10,Unknown,974
89232.0,51 to 200,Unknown,2228
16000001.0,1,Unknown,487
16000001.0,1,Unknown,3223
16000001.0,11 to 25,Unknown,4976
16000001.0,6 to 10,Unknown,273
16000001.0,26 to 50,Unknown,2859
16000001.0,1,Unknown,2985
16000001.0,201 to 1000,Unknown,2157
16000001.0,1,Unknown,3655
16000001.0,1,Unknown,3395
16000001.0,2 to 5,Unknown,3745
16000001.0,6 to 10,Unknown,2733
16000001.0,1,Unknown,617
16000001.0,1,Unknown,4291
16000001.0,6 to 10,Unknown,724
16000001.0,1,Unknown,2790
16000001.0,26 to 50,Unknown,2914
2543052.0,51 to 200,Unknown,2394
8962586.0,2 to 5,Unknown,440
16000001.0,1001 to 10000,Unknown,1230
16000001.0,1,Unknown,4973
16000001.0,2 to 5,Unknown,3139
16000001.0,1,Unknown,1193
16000001.0,11 to 25,Unknown,1185
16000001.0,26 to 50,Unknown,865
142817.0,2 to 5,Unknown,1457
16000001.0,2 to 5,Unknown,2656
16000001.0,11 to 25,Unknown,4159
16000001.0,11 to 25,Unknown,1045
16000001.0,6 to 10,Unknown,1846
1590030.0,1001 to 10000,Unknown,2192
16000001.0,11 to 25,Technology - Software,1528
16000001.0,2 to 5,Unknown,1719
16000001.0,1,Unknown,862
16000001.0,2 to 5,Unknown,5002
16000001.0,6 to 10,Unknown,449
16000001.0,2 to 5,Unknown,2380
16000001.0,1,Unknown,4711
16000001.0,2 to 5,Unknown,2923
1482943.0,26 to 50,Unknown,3036
7591136.0,2 to 5,Unknown,3496
16000001.0,6 to 10,Unknown,736
16000001.0,51 to 200,Unknown,2458
16000001.0,1,Unknown,5112
16000001.0,1,Unknown,3211
16000001.0,51 to 200,Unknown,4939
16000001.0,51 to 200,Unknown,3842
16000001.0,2 to 5,Unknown,4928
16000001.0,51 to 200,Unknown,5057
16000001.0,6 to 10,Unknown,1870
16000001.0,6 to 10,Unknown,1818
16000001.0,51 to 200,Unknown,4271
16000001.0,1,Unknown,3235
16000001.0,6 to 10,Unknown,4340
16000001.0,11 to 25,Unknown,2153
16000001.0,2 to 5,Unknown,2761
16000001.0,6 to 10,Unknown,3453
16000001.0,1,Unknown,3981
16000001.0,2 to 5,Unknown,4517
16000001.0,2 to 5,Unknown,2354
16000001.0,6 to 10,Unknown,1015
16000001.0,1,Unknown,870
16000001.0,2 to 5,Unknown,4339
16000001.0,2 to 5,Unknown,2084
16000001.0,2 to 5,Unknown,1463
16000001.0,2 to 5,Unknown,3013
16000001.0,26 to 50,Unknown,2427
16000001.0,6 to 10,Unknown,1885
16000001.0,6 to 10,Unknown,3182
16000001.0,1,Unknown,2773
16000001.0,2 to 5,Unknown,1169
16000001.0,2 to 5,Unknown,3816
16000001.0,11 to 25,Unknown,2133
4141039.0,26 to 50,Unknown,1587
16000001.0,2 to 5,Unknown,2700
16000001.0,11 to 25,Unknown,3485
6593328.0,2 to 5,Unknown,4597
16000001.0,26 to 50,Unknown,3763
16000001.0,2 to 5,Unknown,4899
16000001.0,2 to 5,Unknown,1649
16000001.0,201 to 1000,Unknown,1771
16000001.0,1,Unknown,4445
16000001.0,1,Unknown,2453
16000001.0,26 to 50,Unknown,4212
16000001.0,6 to 10,Unknown,5067
16000001.0,11 to 25,Unknown,2555
546126.0,51 to 200,Unknown,4957
16000001.0,1,Unknown,4516
16000001.0,11 to 25,Unknown,3836
602865.0,201 to 1000,Unknown,4353
16000001.0,2 to 5,Unknown,625
16000001.0,6 to 10,Unknown,759
16000001.0,51 to 200,Unknown,1255
16000001.0,1,Unknown,4802
16000001.0,11 to 25,Unknown,2804
16000001.0,26 to 50,Unknown,4264
6408120.0,6 to 10,Unknown,4535
16000001.0,2 to 5,Unknown,4090
16000001.0,1,Unknown,3412
16000001.0,1,Unknown,1598
5569150.0,6 to 10,Unknown,927
16000001.0,26 to 50,Unknown,2455
1440676.0,2 to 5,Unknown,1866
3569543.0,201 to 1000,Unknown,4474
16000001.0,2 to 5,Unknown,3631
16000001.0,2 to 5,Unknown,4892
16000001.0,1,Unknown,1429
16000001.0,2 to 5,Unknown,2626
16000001.0,11 to 25,Unknown,5131
16000001.0,2 to 5,Unknown,2892
16000001.0,51 to 200,Unknown,983
16000001.0,51 to 200,Technology - Software,748
26258.0,26 to 50,Unknown,4907
16000001.0,6 to 10,Unknown,2197
16000001.0,201 to 1000,INTERNET,1334
16000001.0,6 to 10,Unknown,3327
16000001.0,2 to 5,Unknown,1157
16000001.0,2 to 5,Unknown,4848
16000001.0,2 to 5,Unknown,3735
1667855.0,26 to 50,Unknown,5053
16000001.0,2 to 5,Unknown,3478
3913700.0,1,Unknown,4766
16000001.0,2 to 5,Unknown,1199
8877831.0,26 to 50,Unknown,570
11078.0,1001 to 10000,Unknown,3297
16000001.0,2 to 5,Unknown,812
16000001.0,6 to 10,Unknown,1946
794992.0,201 to 1000,Unknown,2927
382736.0,1001 to 10000,Unknown,3152
4345850.0,11 to 25,Unknown,1648
16000001.0,6 to 10,Unknown,3403
16000001.0,2 to 5,Unknown,2032
16000001.0,1,Unknown,1393
